LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,index,longitude,latitude,corrected address,extracted_on
Blackgate Road,CONNEWARRE (WTQ),ABCD,Jun-2018,"Blackgate Road, CONNEWARRE (WTQ)",141,141.0,144.3770063,-38.2918309,"Blackgate Rd, Connewarre VIC 3227, Australia",2018-August-06
Blackgate Road,MOUNT DUNEED (WTQ),ABCD,Jun-2018,"Blackgate Road, MOUNT DUNEED (WTQ)",142,142.0,144.2975466,-38.2830711999999,"Blackgate Rd, Mount Duneed VIC 3217, Australia",2018-August-06
Blackshaws Road,ALTONA NORTH,C,Feb-2018,"Blackshaws Road, ALTONA NORTH",143,143.0,144.8481951,-37.8312192,"Blackshaws Rd, Altona North VIC 3025, Australia",2018-August-06
Blackshaws Road,SPOTSWOOD,C,Feb-2018,"Blackshaws Road, SPOTSWOOD",144,144.0,144.8560283,-37.8320393,"Blackshaws Rd, Victoria, Australia",2018-August-06
Bloomfield Road,KEYSBOROUGH,C,Apr-2018,"Bloomfield Road, KEYSBOROUGH",145,145.0,145.1763062,-37.9857889,"Bloomfield Rd, Keysborough VIC 3173, Australia",2018-August-06
Bloomfield Road,NILMA NORTH,BC,Apr-2018,"Bloomfield Road, NILMA NORTH",146,146.0,145.9836376,-38.1233529,"Bloomfield Rd, Nilma North VIC 3821, Australia",2018-August-06
Bluff Road,HAMPTON,ABC,May-2018,"Bluff Road, HAMPTON",147,147.0,145.0234801,-37.9394969,"Bluff Rd, Hampton VIC 3188, Australia",2018-August-06
Blyth Street,ALTONA,BC,Feb-2018,"Blyth Street, ALTONA",148,148.0,144.8219572,-37.8681294,"Blyth St, Altona VIC 3018, Australia",2018-August-06
Bobs Street,WHITE HILLS,BC,May-2018,"Bobs Street, WHITE HILLS",149,149.0,144.302272,-36.7370359,"Bobs St, White Hills VIC 3550, Australia",2018-August-06
Boes Road,TYABB,BC,May-2018,"Boes Road, TYABB",150,150.0,145.1669455,-38.2732989,"Boes Rd, Tyabb VIC 3913, Australia",2018-August-06
Bona Vista Road,BAYSWATER,BC,Jan-2018,"Bona Vista Road, BAYSWATER",151,151.0,145.2549666,-37.8467189,"Bona Vista Rd, Bayswater VIC 3153, Australia",2018-August-06
Bonang Road,ORBOST,AC,Apr-2018,"Bonang Road, ORBOST",152,152.0,148.5116278,-37.6212046,"Bonang Rd, Orbost VIC 3888, Australia",2018-August-06
Boneo Road,ROSEBUD,C,Jul-2018,"Boneo Road, ROSEBUD",153,153.0,144.8889096,-38.3765749,"Boneo Rd, Rosebud VIC 3939, Australia",2018-August-06
Boolarra-Churchill Road,YINNAR,BC,Apr-2018,"Boolarra-Churchill Road, YINNAR",154,154.0,146.2750661,-38.378707,"Boolarra-Churchill Rd, Boolarra VIC 3870, Australia",2018-August-06
Borung Highway,DONALD,C,Apr-2018,"Borung Highway, DONALD",155,155.0,142.7239272,-36.2883368,"Borung Hwy, Victoria, Australia",2018-August-06
Borung Highway,WOOROONOOK,AC,Apr-2018,"Borung Highway, WOOROONOOK",156,156.0,143.1941443,-36.2608460999999,"Borung Hwy, Wooroonook VIC 3525, Australia",2018-August-06
Botha Avenue,RESERVOIR,C,Apr-2018,"Botha Avenue, RESERVOIR",157,157.0,145.0010494,-37.7032904,"Botha Ave, Reservoir VIC 3073, Australia",2018-August-06
Boundary Road,MORDIALLOC,C,Jun-2018,"Boundary Road, MORDIALLOC",158,158.0,145.1059094,-37.9976285,"Boundary Rd, Mordialloc VIC 3195, Australia",2018-August-06
Boundary Road,NEWCOMB,BC,Apr-2018,"Boundary Road, NEWCOMB",159,159.0,144.3851785,-38.1652366,"Boundary Rd, Newcomb VIC 3219, Australia",2018-August-06
Boundary Road,PASCOE VALE,C,Dec-2017,"Boundary Road, PASCOE VALE",160,160.0,144.9446869,-37.717369,"Boundary Rd, Pascoe Vale VIC 3044, Australia",2018-August-06
Bourke Road,CLARINDA,AC,Jun-2018,"Bourke Road, CLARINDA",161,161.0,145.1066847,-37.9417489,"Bourke Rd, Clarinda VIC 3169, Australia",2018-August-06
Bowden Street,CASTLEMAINE,C,May-2018,"Bowden Street, CASTLEMAINE",162,162.0,144.210467,-37.0625492,"Bowden St, Castlemaine VIC 3450, Australia",2018-August-06
Bowser Road,NORTH WANGARATTA,BC,Apr-2018,"Bowser Road, NORTH WANGARATTA",163,163.0,146.3579019,-36.3223293,"Bowser Rd, Victoria 3678, Australia",2018-August-06
Brady Road,DANDENONG NORTH,C,Apr-2018,"Brady Road, DANDENONG NORTH",164,164.0,145.2208628,-37.9550496,"Brady Rd, Dandenong North VIC 3175, Australia",2018-August-06
Brandy Creek Road,WARRAGUL,AC,Apr-2018,"Brandy Creek Road, WARRAGUL",165,165.0,145.9263044,-38.1235402,"Brandy Creek Rd, Warragul VIC 3820, Australia",2018-August-06
Bree Road,HAMILTON,C,May-2018,"Bree Road, HAMILTON",166,166.0,142.028048,-37.7312491,"Bree Rd, Hamilton VIC 3300, Australia",2018-August-06
Bridge Street,BENALLA,C,Apr-2018,"Bridge Street, BENALLA",167,167.0,145.9896023,-36.5502652,"Bridge St E, Benalla VIC 3672, Australia",2018-August-06
Bridgewater Road,CRAIGIEBURN,C,Dec-2017,"Bridgewater Road, CRAIGIEBURN",168,168.0,144.9282066,-37.6088746,"Bridgewater Rd, Craigieburn VIC 3064, Australia",2018-August-06
Bridgewater Road,PORTLAND,C,May-2018,"Bridgewater Road, PORTLAND",169,169.0,141.5771393,-38.3401931,"Bridgewater Rd, Portland VIC 3305, Australia",2018-August-06
Bridgewater Road,TREWALLA,C,May-2018,"Bridgewater Road, TREWALLA",170,170.0,141.4949939,-38.348336,"Bridgewater Rd, Victoria 3305, Australia",2018-August-06
Bridgewater-Serpentine Road,BRIDGEWATER,C,May-2018,"Bridgewater-Serpentine Road, BRIDGEWATER",171,171.0,143.9380025,-36.5811623,"Bridgewater-Serpentine Rd, Bridgewater VIC 3516, Australia",2018-August-06
Broad Gully Road,DIAMOND CREEK,BC,Apr-2018,"Broad Gully Road, DIAMOND CREEK",172,172.0,145.1677907,-37.6462293,"Broad Gully Rd, Diamond Creek VIC 3089, Australia",2018-August-06
Broadford-Kilmore Road,BROADFORD,C,Apr-2018,"Broadford-Kilmore Road, BROADFORD",173,173.0,145.0031236,-37.2319649,"Broadford-Kilmore Rd, Broadford VIC 3658, Australia",2018-August-06
Broadford-Wandong  Road,BROADFORD,C,Apr-2018,"Broadford-Wandong  Road, BROADFORD",174,174.0,145.0457098,-37.2367989,"Broadford-Wandong Rd, Broadford VIC 3658, Australia",2018-August-06
Broadford-Wandong Road,BROADFORD,C,Apr-2018,"Broadford-Wandong Road, BROADFORD",175,175.0,145.0457098,-37.2367989,"Broadford-Wandong Rd, Broadford VIC 3658, Australia",2018-August-06
Broadmeadows Road,TULLAMARINE,C,Dec-2017,"Broadmeadows Road, TULLAMARINE",176,176.0,144.8794049,-37.7038521,"Broadmeadows Rd, Tullamarine VIC 3043, Australia",2018-August-06
Broadmeadows Road Deviation,WESTMEADOWS,BC,Dec-2017,"Broadmeadows Road Deviation, WESTMEADOWS",177,177.0,144.892107,-37.6809242,"Broadmeadows Rd, Westmeadows VIC 3049, Australia",2018-August-06
Broderick Road,CARRUM DOWNS,BC,May-2018,"Broderick Road, CARRUM DOWNS",178,178.0,145.1758812,-38.1034417,"Broderick Rd, Carrum Downs VIC 3201, Australia",2018-August-06
Broken River Drive,SHEPPARTON,ABC,Apr-2018,"Broken River Drive, SHEPPARTON",179,179.0,145.4014678,-36.4060558,"Broken River Dr, Shepparton VIC 3630, Australia",2018-August-06
Brooke Street,TOWONG,C,Apr-2018,"Brooke Street, TOWONG",180,180.0,147.9888115,-36.1250837,"Brooke St, Towong VIC 3707, Australia",2018-August-06
Brooklyn Road,BROOKFIELD,ABC,Apr-2018,"Brooklyn Road, BROOKFIELD",181,181.0,144.5471104,-37.6995964,"Brooklyn Rd, Brookfield VIC 3338, Australia",2018-August-06
Brown Road,PAKENHAM,B,May-2018,"Brown Road, PAKENHAM",182,182.0,145.4431844,-38.0438482,"Brown Rd, Pakenham VIC 3810, Australia",2018-August-06
Browning Street,ORBOST,BC,Apr-2018,"Browning Street, ORBOST",183,183.0,148.4564402,-37.7075927,"Browning St, Orbost VIC 3888, Australia",2018-August-06
Browning Street,PORTLAND,C,May-2018,"Browning Street, PORTLAND",184,184.0,141.5922464,-38.3321405,"Browning St, Portland VIC 3305, Australia",2018-August-06
Browns Road,BOTANIC RIDGE,B,Jul-2018,"Browns Road, BOTANIC RIDGE",185,185.0,145.2696598,-38.1507284,"Browns Rd, Botanic Ridge VIC 3977, Australia",2018-August-06
Browns Road,CRANBOURNE SOUTH,B,Jul-2018,"Browns Road, CRANBOURNE SOUTH",186,186.0,145.2606985,-38.1495721,"Browns Rd, Cranbourne South VIC 3977, Australia",2018-August-06
Browns Road,NOBLE PARK,C,Apr-2018,"Browns Road, NOBLE PARK",187,187.0,145.1838054,-37.9508416,"Browns Rd, Noble Park VIC 3174, Australia",2018-August-06
Browns Road,NOBLE PARK NORTH,C,Apr-2018,"Browns Road, NOBLE PARK NORTH",188,188.0,145.1878926,-37.9459712,"Browns Rd, Noble Park North VIC 3174, Australia",2018-August-06
Brunswick Road,BRUNSWICK,C,Dec-2017,"Brunswick Road, BRUNSWICK",189,189.0,144.9613262,-37.7772124,"Brunswick Rd, Brunswick VIC 3056, Australia",2018-August-06
Bruthen-Nowa Nowa Road,BRUTHEN,C,Apr-2018,"Bruthen-Nowa Nowa Road, BRUTHEN",190,190.0,147.8760329,-37.7218695,"Bruthen-Nowa Nowa Rd, Bruthen VIC 3885, Australia",2018-August-06
Bruthen-Nowa Nowa Road,NOWA NOWA,C,Apr-2018,"Bruthen-Nowa Nowa Road, NOWA NOWA",191,191.0,147.9873396,-37.709222,"Bruthen-Nowa Nowa Rd, Nowa Nowa VIC 3887, Australia",2018-August-06
Buckley Street,ESSENDON,C,Dec-2017,"Buckley Street, ESSENDON",192,192.0,144.910641,-37.7562742,"Buckley St, Essendon VIC 3040, Australia",2018-August-06
Buckley Street,ESSENDON WEST,C,Dec-2017,"Buckley Street, ESSENDON WEST",193,193.0,144.8847573,-37.7534074,"Buckley St, Essendon West VIC 3040, Australia",2018-August-06
Buckley Street,KEILOR EAST,BC,Dec-2017,"Buckley Street, KEILOR EAST",194,194.0,144.869149,-37.7515845,"Buckley St, Keilor East VIC 3033, Australia",2018-August-06
Bulla Road,BULLA,ABC,Dec-2017,"Bulla Road, BULLA",195,195.0,144.8052528,-37.6371682,"Bulla Rd, Bulla VIC 3428, Australia",2018-August-06
Bulleen Road,BALWYN NORTH,C,Apr-2018,"Bulleen Road, BALWYN NORTH",196,196.0,145.0770507,-37.7853753,"Bulleen Rd, Balwyn North VIC 3104, Australia",2018-August-06
Bullumwaal Road,WY YUNG,BC,Apr-2018,"Bullumwaal Road, WY YUNG",197,197.0,147.6021024,-37.7851222,"Bullumwaal Rd, Wy Yung VIC 3875, Australia",2018-August-06
Bulmans Road,MELTON WEST,C,Apr-2018,"Bulmans Road, MELTON WEST",198,198.0,144.5541364,-37.6614757,"Bulmans Rd, Melton West VIC 3337, Australia",2018-August-06
Bungower Road,MOOROODUC,C,May-2018,"Bungower Road, MOOROODUC",199,199.0,145.1133664,-38.2329875,"Bungower Rd, Moorooduc VIC 3933, Australia",2018-August-06
Bungower Road,SOMERVILLE,ABC,May-2018,"Bungower Road, SOMERVILLE",200,200.0,145.196559,-38.2385887,"Bungower Rd, Somerville VIC 3912, Australia",2018-August-06
Burke Road,GLEN IRIS,C,Jul-2018,"Burke Road, GLEN IRIS",201,201.0,145.0517987,-37.8568569,"Burke Rd, Glen Iris VIC 3146, Australia",2018-August-06
Burke Road,MALVERN EAST,C,Jul-2018,"Burke Road, MALVERN EAST",202,202.0,145.0491441,-37.8709187,"Burke Rd, Malvern East VIC 3145, Australia",2018-August-06
Burns Street,HAMILTON,C,May-2018,"Burns Street, HAMILTON",203,203.0,-4.04683139999999,55.7706864,"Burns St, Hamilton ML3 6PL, UK",2018-August-06
Burnside Road,BANNOCKBURN,BC,Apr-2018,"Burnside Road, BANNOCKBURN",204,204.0,144.1765089,-38.0827837,"Burnside Rd, Bannockburn VIC 3331, Australia",2018-August-06
Burwood Highway,KNOXFIELD,ABC,Jan-2018,"Burwood Highway, KNOXFIELD",205,205.0,145.2479056,-37.8732210999999,"Burwood Hwy, Knoxfield VIC 3180, Australia",2018-August-06
Burwood Highway,WANTIRNA,AC,Jan-2018,"Burwood Highway, WANTIRNA",206,206.0,145.2182815,-37.8633396,"Burwood Hwy, Wantirna VIC 3152, Australia",2018-August-06
Burwood Highway,WANTIRNA SOUTH,ABC,Jan-2018,"Burwood Highway, WANTIRNA SOUTH",207,207.0,145.2231144,-37.8649004,"Burwood Hwy, Wantirna South VIC 3152, Australia",2018-August-06
Cairns Road,HAMPTON PARK,BC,Jul-2018,"Cairns Road, HAMPTON PARK",208,208.0,145.2578436,-38.0385525,"Cairns Rd, Hampton Park VIC 3976, Australia",2018-August-06
Calder Alternative Highway,MARONG,C,May-2018,"Calder Alternative Highway, MARONG",209,209.0,144.1333892,-36.764919,"Calder Alternative Hwy, Marong VIC 3515, Australia",2018-August-06
Calder Freeway,DIGGERS REST,ABC,Jul-2018,"Calder Freeway, DIGGERS REST",210,210.0,144.7187261,-37.6258153,"Calder Highway, Diggers Rest VIC 3427, Australia",2018-August-06
Calder Freeway,ELPHINSTONE,ABC,May-2018,"Calder Freeway, ELPHINSTONE",211,211.0,144.3453929,-37.0944545,"Calder Fwy, Elphinstone VIC 3448, Australia",2018-August-06
Calder Freeway,FARADAY,ABC,May-2018,"Calder Freeway, FARADAY",212,212.0,144.5519791,-37.343297,"Calder Fwy, Victoria, Australia",2018-August-06
Calder Freeway,GISBORNE SOUTH,C,Apr-2018,"Calder Freeway, GISBORNE SOUTH",213,213.0,144.6525841,-37.5483429,"Calder Fwy, Gisborne South VIC 3437, Australia",2018-August-06
Calder Freeway,HARCOURT,ABC,May-2018,"Calder Freeway, HARCOURT",214,214.0,144.2513951,-36.9944826,"Calder Fwy, Harcourt VIC 3453, Australia",2018-August-06
Calder Freeway,SUNBURY,AC,Dec-2017,"Calder Freeway, SUNBURY",215,215.0,144.6779249,-37.5766866,"Calder Fwy, Sunbury VIC 3429, Australia",2018-August-06
Calder Highway,BERRIWILLOCK,C,Apr-2018,"Calder Highway, BERRIWILLOCK",216,216.0,143.0086741,-35.6455505,"Calder Hwy, Berriwillock VIC 3531, Australia",2018-August-06
Calder Highway,BRIDGEWATER ON LODDON,C,May-2018,"Calder Highway, BRIDGEWATER ON LODDON",217,217.0,143.9768281,-36.6239685,"Calder Hwy, Bridgewater VIC 3516, Australia",2018-August-06
Calder Highway,CABARITA,C,Jun-2018,"Calder Highway, CABARITA",218,218.0,142.0889199,-34.2018343,"Calder Hwy, Cabarita VIC 3505, Australia",2018-August-06
Calder Highway,CULGOA,C,Apr-2018,"Calder Highway, CULGOA",219,219.0,143.0828628,-35.7067635,"Calder Hwy, Culgoa VIC 3530, Australia",2018-August-06
Calder Highway,DERBY,C,May-2018,"Calder Highway, DERBY",220,220.0,144.0249074,-36.654389,"Calder Hwy, Derby VIC 3516, Australia",2018-August-06
Calder Highway,DUMOSA,C,Apr-2018,"Calder Highway, DUMOSA",221,221.0,143.2263903,-35.93883,"Calder Hwy, Dumosa VIC 3527, Australia",2018-August-06
Calder Highway,GLENALBYN,C,May-2018,"Calder Highway, GLENALBYN",222,222.0,143.7191187,-36.4897689,"Calder Hwy, Glenalbyn VIC 3517, Australia",2018-August-06
Calder Highway,HATTAH,AC,Jun-2018,"Calder Highway, HATTAH",223,223.0,142.265507,-34.7107469,"Calder Hwy, Hattah VIC 3501, Australia",2018-August-06
Calder Highway,KURTING,C,Jul-2018,"Calder Highway, KURTING",224,224.0,143.8098315,-36.5385605,"Calder Hwy, Kurting VIC 3517, Australia",2018-August-06
Calder Highway,LEICHARDT,C,May-2018,"Calder Highway, LEICHARDT",225,225.0,144.0685771,-36.6819932999999,"Calder Hwy, Leichardt VIC 3516, Australia",2018-August-06
Calder Highway,MAIDEN GULLY,C,May-2018,"Calder Highway, MAIDEN GULLY",226,226.0,144.2221679,-36.7564697,"Calder Hwy, Maiden Gully VIC 3551, Australia",2018-August-06
Calder Highway,MARONG,C,May-2018,"Calder Highway, MARONG",227,227.0,144.1443258,-36.7367046,"Calder Hwy, Marong VIC 3515, Australia",2018-August-06
Calder Highway,MERBEIN,C,Jun-2018,"Calder Highway, MERBEIN",228,228.0,142.0517793,-34.1623664,"Calder Hwy, Merbein VIC 3505, Australia",2018-August-06
Calder Highway,MERBEIN WEST,C,Jun-2018,"Calder Highway, MERBEIN WEST",229,229.0,142.9957908,-35.6351225,"Calder Hwy, Victoria, Australia",2018-August-06
Calder Highway,MILDURA,C,Jun-2018,"Calder Highway, MILDURA",230,230.0,142.1154656,-34.2238573,"Calder Hwy, Mildura VIC 3500, Australia",2018-August-06
Calder Highway,MITTYACK,C,Jun-2018,"Calder Highway, MITTYACK",231,231.0,142.5981989,-35.1558233,"Calder Hwy, Mittyack VIC 3490, Australia",2018-August-06
Calder Highway,NANDALY,C,Apr-2018,"Calder Highway, NANDALY",232,232.0,142.719109,-35.3091402,"Calder Hwy, Nandaly VIC 3533, Australia",2018-August-06
Calder Highway,NINDA,C,Apr-2018,"Calder Highway, NINDA",233,233.0,142.7759771,-35.4214134,"Calder Hwy, Ninda VIC 3533, Australia",2018-August-06
Calder Highway,NULLAWIL,C,Apr-2018,"Calder Highway, NULLAWIL",234,234.0,143.1824997,-35.8592277,"Calder Hwy, Nullawil VIC 3529, Australia",2018-August-06
Calder Highway,OUYEN,ABC,Jun-2018,"Calder Highway, OUYEN",235,235.0,142.3131204,-34.9955245,"Calder Hwy, Ouyen VIC 3490, Australia",2018-August-06
Calder Highway,RED CLIFFS,BC,Jun-2018,"Calder Highway, RED CLIFFS",236,236.0,142.1864442,-34.3387024,"Calder Hwy, Red Cliffs VIC 3496, Australia",2018-August-06
Calder Highway,SEA LAKE,A,Apr-2018,"Calder Highway, SEA LAKE",237,237.0,142.8513193,-35.5098059,"Calder Hwy, Sea Lake VIC 3533, Australia",2018-August-06
Calder Highway,TEDDYWADDY,C,Apr-2018,"Calder Highway, TEDDYWADDY",238,238.0,143.3337792,-36.1880843,"Calder Hwy, Teddywaddy VIC 3527, Australia",2018-August-06
Calder Highway,WARNE,C,Apr-2018,"Calder Highway, WARNE",239,239.0,143.1278954,-35.7868717,"Calder Hwy, Warne VIC 3530, Australia",2018-August-06
Calder Highway,WOOSANG,C,Apr-2018,"Calder Highway, WOOSANG",240,240.0,143.4704683,-36.3291337,"Calder Hwy, Woosang VIC 3518, Australia",2018-August-06
Calder Highway,WYCHEPROOF SOUTH,C,Apr-2018,"Calder Highway, WYCHEPROOF SOUTH",241,241.0,143.2251942,-36.1232237,"Calder Hwy, Wycheproof South VIC 3527, Australia",2018-August-06
Calder Highway,YATPOOL,C,Jun-2018,"Calder Highway, YATPOOL",242,242.0,142.9957908,-35.6351225,"Calder Hwy, Victoria, Australia",2018-August-06
Calder Highway,YELTA,C,Jun-2018,"Calder Highway, YELTA",243,243.0,142.0086394,-34.1280718,"Calder Hwy, Yelta VIC 3505, Australia",2018-August-06
Calder Park Drive,SYDENHAM,ABC,Jul-2018,"Calder Park Drive, SYDENHAM",244,244.0,144.7560407,-37.6958357,"Calder Park Dr, Sydenham VIC 3037, Australia",2018-August-06
Calder Park Drive,TAYLORS HILL,BC,Apr-2018,"Calder Park Drive, TAYLORS HILL",245,245.0,144.7553239,-37.7142886,"Calder Park Dr, Taylors Hill VIC 3037, Australia",2018-August-06
Caledonia Street,ST ANDREWS (NHB),BCD,Jul-2018,"Caledonia Street, ST ANDREWS (NHB)",246,246.0,145.2752997,-37.5996782,"Caledonia St, St Andrews VIC 3761, Australia",2018-August-06
Calvert Street,BAIRNSDALE,C,Apr-2018,"Calvert Street, BAIRNSDALE",247,247.0,147.5992411,-37.8315752,"Calvert St, Bairnsdale VIC 3875, Australia",2018-August-06
Cambden Park Parade,FERNTREE GULLY,BC,Jan-2018,"Cambden Park Parade, FERNTREE GULLY",248,248.0,145.2611197,-37.8852941,"Cambden Park Parade, Ferntree Gully VIC 3156, Australia",2018-August-06
Camelot Drive,GLEN WAVERLEY,C,May-2018,"Camelot Drive, GLEN WAVERLEY",249,249.0,145.1810364,-37.8669424,"Camelot Dr, Glen Waverley VIC 3150, Australia",2018-August-06
Cameron Parade,BUNDOORA,ABC,Apr-2018,"Cameron Parade, BUNDOORA",250,250.0,145.072941,-37.6986687,"Cameron Parade, Bundoora VIC 3083, Australia",2018-August-06
Camp Road,BROADMEADOWS,AC,Dec-2017,"Camp Road, BROADMEADOWS",251,251.0,144.9361091,-37.6872754,"Camp Rd, Broadmeadows VIC 3047, Australia",2018-August-06
Campbell Street,ARARAT,B,Jul-2018,"Campbell Street, ARARAT",252,252.0,142.9409885,-37.275993,"Campbell St, Ararat VIC 3377, Australia",2018-August-06
Campbell Street,WONTHAGGI,BC,Nov-2017,"Campbell Street, WONTHAGGI",253,253.0,145.5666133,-38.6097766,"Campbell St, Wonthaggi VIC 3995, Australia",2018-August-06
Canning Street,AVONDALE HEIGHTS,AC,Dec-2017,"Canning Street, AVONDALE HEIGHTS",254,254.0,144.8649534,-37.7706036,"Canning St, Avondale Heights VIC 3034, Australia",2018-August-06
Canterbury Road,BLACKBURN SOUTH,C,May-2018,"Canterbury Road, BLACKBURN SOUTH",255,255.0,145.1469762,-37.8317397,"Canterbury Rd, Blackburn South VIC 3130, Australia",2018-August-06
Canterbury Road,BOX HILL,C,May-2018,"Canterbury Road, BOX HILL",256,256.0,145.1260065,-37.8292158,"Canterbury Rd, Box Hill VIC 3128, Australia",2018-August-06
Canterbury Road,MONTROSE,BC,Mar-2018,"Canterbury Road, MONTROSE",257,257.0,145.3301084,-37.8145067,"Canterbury Rd, Montrose VIC 3765, Australia",2018-August-06
Cape Nelson Road,PORTLAND,C,May-2018,"Cape Nelson Road, PORTLAND",258,258.0,141.587247,-38.3722325,"Cape Nelson Rd, Portland VIC 3305, Australia",2018-August-06
Cape Otway Road,BIRREGURRA,ABC,Apr-2018,"Cape Otway Road, BIRREGURRA",259,259.0,143.8694987,-38.3278784,"Cape Otway Rd, Birregurra VIC 3242, Australia",2018-August-06
Cape Otway Road,WINCHELSEA,ABC,Apr-2018,"Cape Otway Road, WINCHELSEA",260,260.0,143.9921758,-38.2957622,"Cape Otway Rd, Winchelsea VIC 3241, Australia",2018-August-06
Carnarvon Road,STRATHMORE,C,Dec-2017,"Carnarvon Road, STRATHMORE",261,261.0,144.9108587,-37.7385453,"Carnarvon Rd, Strathmore VIC 3041, Australia",2018-August-06
Carngham Road,BUNKERS HILL,C,Jul-2018,"Carngham Road, BUNKERS HILL",262,262.0,143.7447506,-37.5622404,"Ballarat-Carngham Rd, Bunkers Hill VIC 3352, Australia",2018-August-06
Carngham Road,HADDON,C,Jul-2018,"Carngham Road, HADDON",263,263.0,143.6997441,-37.5580809,"Ballarat-Carngham Rd, Haddon VIC 3351, Australia",2018-August-06
Carrick Drive,GLADSTONE PARK,ABC,Dec-2017,"Carrick Drive, GLADSTONE PARK",264,264.0,144.8941721,-37.6940709,"Carrick Dr, Gladstone Park VIC 3043, Australia",2018-August-06
Carroll Road,OAKLEIGH SOUTH,C,Jun-2018,"Carroll Road, OAKLEIGH SOUTH",265,265.0,145.0937269,-37.9328594,"Carroll Rd, Oakleigh South VIC 3167, Australia",2018-August-06
Casterton-Penola Road,CASTERTON,C,May-2018,"Casterton-Penola Road, CASTERTON",266,266.0,141.2622875,-37.5880486,"Casterton-Penola Rd, Casterton VIC 3311, Australia",2018-August-06
Castlemaine-Maldon Road,MUCKLEFORD,C,May-2018,"Castlemaine-Maldon Road, MUCKLEFORD",267,267.0,144.1398491,-37.0490583,"Castlemaine-Maldon Rd, Muckleford VIC 3451, Australia",2018-August-06
Centenary Avenue,MELTON,C,Apr-2018,"Centenary Avenue, MELTON",268,268.0,144.5751632,-37.6733531,"Centenary Ave, Victoria 3337, Australia",2018-August-06
Centenary Drive,MILL PARK,AC,Apr-2018,"Centenary Drive, MILL PARK",269,269.0,145.070172,-37.6581424,"Centenary Dr, Mill Park VIC 3082, Australia",2018-August-06
Central Road,NUNAWADING,C,May-2018,"Central Road, NUNAWADING",270,270.0,145.1692807,-37.8247964,"Central Rd, Nunawading VIC 3131, Australia",2018-August-06
Centre Dandenong Road,CHELTENHAM,C,Jun-2018,"Centre Dandenong Road, CHELTENHAM",271,271.0,145.0758315,-37.9678741,"Centre Dandenong Rd, Cheltenham VIC 3192, Australia",2018-August-06
Centre Dandenong Road,MOORABBIN AIRPORT,AC,Jun-2018,"Centre Dandenong Road, MOORABBIN AIRPORT",272,272.0,145.1014664,-37.9710142,"Centre Dandenong Rd, Victoria, Australia",2018-August-06
Centre Road,BENTLEIGH EAST,AC,Jun-2018,"Centre Road, BENTLEIGH EAST",273,273.0,145.0674318,-37.9222277,"Centre Rd, Bentleigh East VIC 3165, Australia",2018-August-06
Centre Road,LANGWARRIN,C,Jul-2018,"Centre Road, LANGWARRIN",274,274.0,145.2085285,-38.1578968,"Centre Rd, Langwarrin VIC 3910, Australia",2018-August-06
Centre Road,OAKLEIGH SOUTH,AC,Jun-2018,"Centre Road, OAKLEIGH SOUTH",275,275.0,145.0961205,-37.9257171,"Centre Rd, Oakleigh South VIC 3167, Australia",2018-August-06
Chadstone Road,MALVERN EAST,C,Jul-2018,"Chadstone Road, MALVERN EAST",276,276.0,145.0789899,-37.8827944,"Chadstone Rd, Malvern East VIC 3145, Australia",2018-August-06
